TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.jabref.logic.bibtex.BibEntryWriter_my,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,61,61
